,"1","1","0","0","in
(f: ina, in')","ina, 1","artitgel","Artikel","ein, eine, eins, einer","ein, eine, eins, einer, einem","in, ina","ina,1","egn,egna, egn'","egna","en, ena","ena","ün, üna","üna","ün, üna","üna",,,,,"2"
,"1","1","0","0","e, ed","ed","conjuncziun","Konjunktion","und","und","e, ed","ed","a, ad","ad","e, ed","ed","e, ed","ed","e, ed","ed",,,,,"3"
,"1","1","0","0","u, ubain","u, ubain","conjuncziun","Konjunktion","oder, oder aber","oder, oder aber","ni, u","ni, u","near, neader, ne, u","near, neader, ne, u","u, ni","u, ni","u (cha), ubain","u, ubain","o, obain","o, obain",,,,,"4"
,"1","1","0","0","gea","gea","adverb","Adverb","ja","ja","gie","gie","gea, ea","gea, ea","ea, gea","ea, gea","schi, hei","schi, hei, hai","schi, hai (hei)","schi, hai, hei",,,,,"5"
,"1","1","0","0","na","na","adverb","Adverb","nein","nein","(=RG)","na","(=RG)","na","(=RG)","na","(=RG)","na","(=RG)","na",,,,,"6"
,"1","1","0","0","a","a","preposiziun","Präposition","um","um","(=RG)","a","(=RG)","a","(=RG)","a","(=RG)","a","(=RG)","a",,,,,"7"
,"1","1","0","0","a, ad","ad","preposiziun","Präposition","zu, nach","zu, nach","(=RG)","ad","(=RG)","ad","(=RG)","ad","(=RG)","ad","(=RG)","ad",,,,,"8"
,"1","1","0","0","a(d)","ad","preposiziun","Präposition","an","an","(=RG)","ad","(=RG)","ad","(=RG)","ad","(=RG)","ad","(=RG)","ad",,,,,"9"
,"1","1","0","0","da, dad (d')","da, dad","preposiziun","Präposition","von, aus","von, aus","(=RG)","da, dad","(=RG)","da, dad","(=RG)","da, dad","(=RG)","da, dad","(=RG)","da, dad",,,,,"10"
,"1","1","0","0","da
","da
","preposiziun","Präposition","aus, von","aus, von","(=RG)","da","(=RG)","da","(=RG)","da","(=RG)","da","(=RG)","da",,,,,"11"
,"1","1","0","0","da (dad)","dad","preposiziun","Präposition","über","über","(=RG)","da, dad","(=RG)","da, dad","(=RG)","da, dad","(=RG)","da, dad","(=RG)","da, dad",,,,,"12"
,"1","1","0","0","il (l')","il, l'","artitgel","Artikel","(der, die, das)","der, die, das","il, igl","il, igl","igl (gl')","igl, gl'","igl","igl","il (l')","il, l'","il (l')","il, l'",,,,,"13"
,"1","1","0","0","ils","ils","artitgel","Artikel","die","die","ils","ils","igls","igls","igls","igls","ils","ils","ils","ils",,,,,"14"
,"1","1","0","0","la (l')","la, l'","artitgel","Artikel","(der, die, das)","der, die, das","(=RG)","la, l'","(=RG)","la, l'","(=RG)","la, l'","(=RG)","la, l'","(=RG)","la, l'",,,,,"15"
,"1","1","0","0","las","las","artitgel","Artikel","die","die","(=RG)","las","(=RG)","las","(=RG)","las","(=RG)","las","(=RG)","las",,,,,"16"
,"1","1","0","0","in, ina (1)","in, ina, 1","numeral","Artikel/Zahl","ein, eine, eins, einer","ein, eine, eins, einer","in, ina (1)","in, ina, 1","egn,egna, egn'","egn,egna, egn', 1","egn, egna","egn, egna, 1","ün, üna","üna, 1","ün, üna","ün, üna, 1",,,,,"17"
,"1","1","0","0","ins","ins","pronom","Pronomen","man","man","ins","ins","ign","ign","ins","ins","-----",,"-----",,,,,,"18"
,"1","1","0","0","jau","jau","pronom","Pronomen","ich","ich","jeu","jeu","jou","jou","ia","ia","eau","eau","eu","eu",,,,,"19"
,"1","1","0","0","ma","ma","pronom","Pronomen","mich, mir","mich, mir","-----",,"mi","mi","am","am","am (m')","am, m'","am (m')","am, m'",,,,,"20"
,"1","1","0","0","(a) mai","a mai","pronom","Pronomen","mich, mir","mich, mir","a mi","a mi","me(a), mei","mea, mei","(a) me","a me","(a) me","a me","(a) mai","a mai",,,,,"21"
,"1","1","0","0","mes (f: mia), da mai","mes, mia, da mai","adjectiv possessiv","Possessivadjektiv","mein","mein","miu, mia, da mei","miu, mia, da mei","mieus (mpl: meas, f: mia, fpl: mias)","mieus, meas, mia, mias","(igl) mies, (la) mia","igl mies, la mia","mieu, mia","mieu, mia","meis, mia (ma)","meis, ma, mia",,,,,"22"
,"1","1","0","0","il mes, la mia, ils mes, las mias, mes, mias","il mes, la mia, ils mes, las mias, mes, mias","pronom possessiv","Possessivpronomen","mein","mein","il mes, la mia, ils mes, las mias, mes, mias","il miu, la mia, ils mes, las mias, mes, mias","igl mieus (mpl: igls meas, f: la mia, fpl: las mias)","igl mieus, igls meas, la mia, las mias","igl mies (f: la mia, mpl: igls mies, fpl: las mias)","igl mies, la mia, igls mies, las mias","il mieu, la mia","il mieu, la mia","meis, mia","meis, mia",,,,,"23"
,"1","1","0","0","jau mez
(f: jau mezza)","jau mez, mezza","pronom","Pronomen","ich selbst","ich selbst","jeu mez (f: jeu mezza)","jeu mez, jeu mezza","jou mez (f: jou meza)","jou mez, jou meza","ia mez (f: ia mezza)","ia mez, ia mezza","eau stess (eau svess)","eau stess, eau svess","eu svessa","eu svessa",,,,,"24"
,"1","1","0","0","nus","nus","pronom","Pronomen","wir","wir","nus","nus","nus","nus","nous, nusoters (f: nusotras)","nous, nusoters, nusotras","nus","nus","nus, no","nus, no",,,,,"25"
,"1","1","0","0","ans","ans","pronom","Pronomen","uns","uns","-----",,"-----",,"ans","ans","ans","ans","ans","ans",,,,,"26"
,"1","1","0","0","nus","nus","pronom","Pronomen","uns","uns","nus","nus","nus","nus","nous","nous","a nus","a nus","a nus","a nus",,,,,"27"
,"1","1","0","0","noss
(f: nossa)","noss, nossa, da nus","adjectiv possessiv","Possessivadjektiv","unser","unser","nies (mpl: nos, f: nossa)","nies, nos, nossa","noss (f: nossa)","noss, nossa","(igl) noss, (igls) noss, (la) nossa, (las) nossas","igl noss, igls noss, la nossa, las nossas","nos (mpl. noss, f: nossa(s))","nos, noss, nossa, nossas, da nus","nos (mpl: ils noss, f: nossa, fpl: nossas)","nos, noss, nossa, nossas, da nus",,,,,"28"
,"1","1","0","0","il noss (mpl: ils noss, f: la nossa, fpl: las nossas)","il noss, la nossa, ils noss, las nossas","pronom possessiv","Possessivpronomen","unserige","unserige","il noss (mpl: ils noss, f: la nossa, fpl: las nossas)","il nies, la nossa, ils nos, las nossas","igl noss (mpl: igls noss, f: la nossa, fpl: las nossas)","igl noss, igls noss, la nossa, las nossas","igl noss (mpl: igls noss, f: la nossa, fpl: las nossas)","igl noss, igls noss, la nossa, las nossas","il nos (mpl: ils noss, f: la nossa, fpl: las nossas)","il nos, la nossa, ils noss, las nossas","nos (mpl: ils noss, f: nossa, fpl: nossas)","nos, nossa, noss, nossas",,,,,"29"
,"1","1","0","0","nus sezs, nus sezzas","nus sezs, nus sezzas","pronom","Pronomen","wir selbst","wir selbst","nusezs (nus sezs), nusezzas (nus sezzas), nusezzi, nusezzas","nusezs, nus sezs, nusezzas, nus sezzas, nusezzi, nusezzas","nusezs","nusezs","nusezs (fpl: nusezzas)","nusezs, nusezzas","nus stess (nus svess)","nus stess, nus svess","nus svessa","nus svessa",,,,,"30"
,"1","1","0","0","el","el","pronom","Pronomen","er","er","(=RG)","el","(=RG)","el","(=RG)","el","(=RG)","el","(=RG)","el",,,,,"31"
,"1","1","0","0","(ad) el","el","pronom","Pronomen","ihm","ihm","(ad) el","el","(ad) el","ad el","ad el","ad el","ad el","ad el","ad el","ad el",,,,,"32"
,"1","1","0","0","al","al","pronom","Pronomen","ihn","ihn","-----",,"igl, al","gli","igl","igl","al","al","til","til",,,,,"33"
,"1","1","0","0","ella","ella","pronom","Pronomen","sie","sie","(=RG)","ella","(=RG)","ella","(=RG)","ella","(=RG)","ella","(=RG)","ella",,,,,"34"
,"1","1","0","0","(ad) ella","ella","pronom","Pronomen","ihr, sie","ihr, sie","(ad) ella","ella","(ad) ella","ella","(ad) ella","ella","ad ella","ad ella","ad ella","ad ella",,,,,"35"
,"1","1","0","0","la (l')","la","pronom","Pronomen","ihr, sie","ihr, sie","-----",,"igl, agli","igl, agli","la","la","la","la","tilla","tilla",,,,,"36"
,"1","1","0","0","i, igl","igl","pronom","Pronomen","es","es","igl, ei","igl, ei","igl","igl","i (igl)","igl","a, ad","a, ad","i, id","id",,,,,"37"
,"1","1","0","0","ses, sia","ses, sias, dad ella","adjectiv possessiv","Possessivadjektiv","sein, ihr","sein, ihr","siu (mpl: ses, f: sia)","siu, ses, sias, dad ella","sieus (mpl: seas, f: sia)","sieus, seas, sia","(igl) sies, (igls) sies (la) sia, (las) sias","igl sies, igls sies la sia, las sias","sieu, sia","sieu, sia","seis, sia","seis, sia",,,,,"38"
,"1","1","0","0","il sieu ils ses, la sia, las sias","il sieu ils ses, la sia, las sias","pronom possessiv","Possessivpronomen","seinige, ihrige","seinige, ihrige","il sieu ils ses, la sia, las sias","siu, sia, ses, sias","igl sieus (mpl: igls seas, f: la sia, fpl: las sias)","igl sieus, igls seas, la sia, las sias","igl sies, igls sies la sia, las sias","igl sies, igls sies la sia, las sias","il sieu, ils sieus, la sia, las sias","il sieu, ils sieus, la sia, las sias","seis, seis, sia, sias","seis, seis, sia, sias",,,,,"39"
,"1","1","0","0","el sez","el sez","pronom","Pronomen","er selbst","er selbst","el sez","el sez","el sez, sasez","el sez, sasez","el sez","el sez","el stess (el svess)","el stess, el svess","el svessa","el svessa",,,,,"40"
,"1","1","0","0","els","els","pronom","Pronomen (fpl.)","sie","sie","(=RG)","els","(=RG)","els","(=RG)","els","(=RG)","els","(=RG)","els",,,,,"41"
,"1","1","0","0","ella sezza","ella sezza","pronom","Pronomen","sie selbst","sie selbst","ella sezza","ella sezza","ella seza","ella seza","ella sezza","ella sezza","ella stess (ella svess)","ella stess, ella svess","ella svessa","ella svessa",,,,,"42"
,"1","1","0","0","ellas","ellas","pronom","Pronomen (fpl.)","sie","sie","(=RG)","ellas","(=RG)","ellas","(=RG)","ellas","(=RG)","ellas","(=RG)","ellas",,,,,"43"
,"1","1","0","0","als","als","pronom","Pronomen","sie, ihnen","sie, ihnen","-----",,"igls","igls","igls","igls","als","als","als","als",,,,,"44"
,"1","1","0","0","(ad) els","ad els","pronom","Pronomen","sie, ihnen","sie, ihnen","(ad) els","ad els","(ad) els","ad els","(ad) els","ad els","(ad) els","ad els","(ad) els","ad els",,,,,"45"
,"1","1","0","0","(ad) ellas","ad ellas","pronom","Pronomen","sie, ihnen","sie, ihnen","(ad) ellas","ad ellas","(ad) ellas","ad ellas","(ad) ellas","ad ellas","(ad) ellas","ad ellas","(ad) ellas","ad ellas",,,,,"46"
,"1","1","0","0","las","las","pronom","Pronomen","sie, ihnen","sie, ihnen","-----",,"-----",,"las","las","las","las","tillas","tillas",,,,,"47"
